
METEOCLIMAT FANTOMON (MCL), 14 Avril
VOUS POUVEZ UTILISER CES DONNEES DE TEMPERATURE A CONDITION QUE CELA NE SOIT PAS COMMERCIAL.

Fantomon, 2020. Données de http://www.meteostats.bzh/index.php. Tous droits réservés.

FORMAT DU FICHIER (DONNEE MANQUANTE: -9999):

01-06 ID: Numéro ID de la station
08-15 DATE : Date YYYYMMDD
17-21 P   : Précipitations de la journée en 0,1mm
23-27 Q_P : validité de la p (0='valide'; 9='manquant')

Voici les données de Toulouse (Numéro d'identification du lieu: 9).
ALTITUDE: 151m
LATITUDE: 43°37'24"N           LONGITUDE: 01°22'42"E

    ID,    DATE,    P, Q_P
     9,18880111,    0,    0
     9,18880112,    4,    0
     9,18880113,    0,    0
     9,18880114,    0,    0
     9,18880115,    0,    0
     9,18880116,    0,    0
     9,18880117,    0,    0
     9,18880118,    0,    0
     9,18880119,    0,    0
     9,18880120,    0,    0
     9,18880121,   30,    0
     9,18880122,   39,    0
     9,18880123,    0,    0
     9,18880124,    0,    0
     9,18880125,    0,    0
     9,18880126,   10,    0
     9,18880127,    0,    0
     9,18880128,   10,    0
     9,18880129,    0,    0
     9,18880130,    6,    0
     9,18880131,    0,    0
     9,18880201,    7,    0
     9,18880202,    0,    0
     9,18880203,    0,    0
     9,18880204,    0,    0
     9,18880205,    0,    0
     9,18880206,    0,    0
     9,18880207,    0,    0
     9,18880208,   34,    0
     9,18880209,   36,    0
     9,18880210,    0,    0
     9,18880211,    0,    0
     9,18880212,    0,    0
     9,18880213,    0,    0
     9,18880214,   92,    0
     9,18880215,   10,    0
     9,18880216,    0,    0
     9,18880217,    1,    0
     9,18880218,   34,    0
     9,18880219,    1,    0
     9,18880220,    1,    0
     9,18880221,    1,    0
     9,18880222,   38,    0
     9,18880223,   16,    0
     9,18880224,    3,    0
     9,18880225,    3,    0
     9,18880226,    0,    0
     9,18880227,    0,    0
     9,18880228,    0,    0
     9,18880229,    1,    0
     9,18880301,    0,    0
     9,18880302,    0,    0
     9,18880303,    0,    0
     9,18880304,    0,    0
     9,18880305,    0,    0
     9,18880306,    0,    0
     9,18880307,    0,    0
     9,18880308,    0,    0
     9,18880309,    0,    0
     9,18880310,   21,    0
     9,18880311,    1,    0
     9,18880312,   76,    0
     9,18880313,   36,    0
     9,18880314,   42,    0
     9,18880315,   47,    0
     9,18880316,    4,    0
     9,18880317,    6,    0
     9,18880318,   10,    0
     9,18880319,    6,    0
     9,18880320,    0,    0
     9,18880321,    0,    0
     9,18880322,    0,    0
     9,18880323,    0,    0
     9,18880324,    0,    0
     9,18880325,    0,    0
     9,18880326,    7,    0
     9,18880327,    9,    0
     9,18880328,    0,    0
     9,18880329,    0,    0
     9,18880330,    0,    0
     9,18880331,    0,    0
     9,18880401,    0,    0
     9,18880402,    0,    0
     9,18880403,    0,    0
     9,18880404,  148,    0
     9,18880405,    1,    0
     9,18880406,    0,    0
     9,18880407,    0,    0
     9,18880408,    0,    0
     9,18880409,    0,    0
     9,18880410,    6,    0
     9,18880411,   13,    0
     9,18880412,    1,    0
     9,18880413,    0,    0
     9,18880414,    0,    0
     9,18880415,    1,    0
     9,18880416,  186,    0
     9,18880417,    0,    0
     9,18880418,   21,    0
     9,18880419,   58,    0
     9,18880420,   68,    0
     9,18880421,   76,    0
     9,18880422,   33,    0
     9,18880423,   94,    0
     9,18880424,    0,    0
     9,18880425,   35,    0
     9,18880426,   82,    0
     9,18880427,   10,    0
     9,18880428,    0,    0
     9,18880429,    0,    0
     9,18880430,    0,    0
     9,18880501,   64,    0
     9,18880502,    0,    0
     9,18880503,    4,    0
     9,18880504,    0,    0
     9,18880505,    0,    0
     9,18880506,    0,    0
     9,18880507,    0,    0
     9,18880508,    0,    0
     9,18880509,    0,    0
     9,18880510,    0,    0
     9,18880511,    0,    0
     9,18880512,    0,    0
     9,18880513,    0,    0
     9,18880514,    0,    0
     9,18880515,    0,    0
     9,18880516,    0,    0
     9,18880517,    0,    0
     9,18880518,    0,    0
     9,18880519,   19,    0
     9,18880520,    0,    0
     9,18880521,    0,    0
     9,18880522,    0,    0
     9,18880523,    0,    0
     9,18880524,    9,    0
     9,18880525,    0,    0
     9,18880526,    0,    0
     9,18880527,    0,    0
     9,18880528,  383,    0
     9,18880529,    0,    0
     9,18880530,    0,    0
     9,18880531,    0,    0
     9,18880601,    0,    0
     9,18880602,    0,    0
     9,18880603,    0,    0
     9,18880604,    0,    0
     9,18880605,    0,    0
     9,18880606,    3,    0
     9,18880607,    4,    0
     9,18880608,    0,    0
     9,18880609,   89,    0
     9,18880610,    6,    0
     9,18880611,    0,    0
     9,18880612,    0,    0
     9,18880613,   21,    0
     9,18880614,   25,    0
     9,18880615,    0,    0
     9,18880616,    0,    0
     9,18880617,   16,    0
     9,18880618,    0,    0
     9,18880619,    0,    0
     9,18880620,   12,    0
     9,18880621,    0,    0
     9,18880622,    0,    0
     9,18880623,    0,    0
     9,18880624,    0,    0
     9,18880625,   16,    0
     9,18880626,    6,    0
     9,18880627,   10,    0
     9,18880628,   57,    0
     9,18880629,    7,    0
     9,18880630,  126,    0
     9,18880701,    0,    0
     9,18880702,    0,    0
     9,18880703,    1,    0
     9,18880704,    0,    0
     9,18880705,    0,    0
     9,18880706,    1,    0
     9,18880707,    1,    0
     9,18880708,    0,    0
     9,18880709,   35,    0
     9,18880710,    8,    0
     9,18880711,   28,    0
     9,18880712,    0,    0
     9,18880713,    0,    0
     9,18880714,    0,    0
     9,18880715,  177,    0
     9,18880716,  176,    0
     9,18880717,  124,    0
     9,18880718,   31,    0
     9,18880719,   12,    0
     9,18880720,    0,    0
     9,18880721,    0,    0
     9,18880722,    0,    0
     9,18880723,    0,    0
     9,18880724,   21,    0
     9,18880725,    0,    0
     9,18880726,  182,    0
     9,18880727,    1,    0
     9,18880728,    8,    0
     9,18880729,    0,    0
     9,18880730,    1,    0
     9,18880731,   36,    0
     9,18880801,  160,    0
     9,18880802,   74,    0
     9,18880803,    0,    0
     9,18880804,    0,    0
     9,18880805,    0,    0
     9,18880806,    0,    0
     9,18880807,    0,    0
     9,18880808,    0,    0
     9,18880809,    0,    0
     9,18880810,    0,    0
     9,18880811,    0,    0
     9,18880812,    0,    0
     9,18880813,    0,    0
     9,18880814,    0,    0
     9,18880815,    0,    0
     9,18880816,    0,    0
     9,18880817,  544,    0
     9,18880818,    0,    0
     9,18880819,    0,    0
     9,18880820,    0,    0
     9,18880821,    0,    0
     9,18880822,   15,    0
     9,18880823,    0,    0
     9,18880824,    0,    0
     9,18880825,  116,    0
     9,18880826,   32,    0
     9,18880827,   10,    0
     9,18880828,    0,    0
     9,18880829,    0,    0
     9,18880830,    1,    0
     9,18880831,    0,    0
     9,18880901,    0,    0
     9,18880902,    0,    0
     9,18880903,    0,    0
     9,18880904,   16,    0
     9,18880905,   16,    0
     9,18880906,    0,    0
     9,18880907,    6,    0
     9,18880908,   90,    0
     9,18880909,    0,    0
     9,18880910,    0,    0
     9,18880911,    0,    0
     9,18880912,    0,    0
     9,18880913,    0,    0
     9,18880914,    0,    0
     9,18880915,    0,    0
     9,18880916,    0,    0
     9,18880917,    0,    0
     9,18880918,    0,    0
     9,18880919,    0,    0
     9,18880920,    0,    0
     9,18880921,    0,    0
     9,18880922,   22,    0
     9,18880923,    0,    0
     9,18880924,   68,    0
     9,18880925,    0,    0
     9,18880926,    0,    0
     9,18880927,    0,    0
     9,18880928,    0,    0
     9,18880929,    0,    0
     9,18880930,   27,    0
     9,18881001,   20,    0
     9,18881002,   70,    0
     9,18881003,  128,    0
     9,18881004,    0,    0
     9,18881005,   10,    0
     9,18881006,   43,    0
     9,18881007,   13,    0
     9,18881008,   30,    0
     9,18881009,    0,    0
     9,18881010,    0,    0
     9,18881011,    0,    0
     9,18881012,    0,    0
     9,18881013,    0,    0
     9,18881014,    8,    0
     9,18881015,    0,    0
     9,18881016,    0,    0
     9,18881017,    0,    0
     9,18881018,    0,    0
     9,18881019,    0,    0
     9,18881020,    0,    0
     9,18881021,    0,    0
     9,18881022,    0,    0
     9,18881023,    0,    0
     9,18881024,    0,    0
     9,18881025,    0,    0
     9,18881026,    0,    0
     9,18881027,    0,    0
     9,18881028,    0,    0
     9,18881029,    0,    0
     9,18881030,    0,    0
     9,18881031,    0,    0
     9,18881101,    1,    0
     9,18881102,   80,    0
     9,18881103,    8,    0
     9,18881104,    0,    0
     9,18881105,    0,    0
     9,18881106,   59,    0
     9,18881107,    0,    0
     9,18881108,    0,    0
     9,18881109,  230,    0
     9,18881110,  125,    0
     9,18881111,   12,    0
     9,18881112,    0,    0
     9,18881113,   99,    0
     9,18881114,    0,    0
     9,18881115,    0,    0
     9,18881116,    0,    0
     9,18881117,    0,    0
     9,18881118,    0,    0
     9,18881119,    0,    0
     9,18881120,    0,    0
     9,18881121,   19,    0
     9,18881122,    5,    0
     9,18881123,    0,    0
     9,18881124,    0,    0
     9,18881125,    0,    0
     9,18881126,    0,    0
     9,18881127,    0,    0
     9,18881128,    0,    0
     9,18881129,    0,    0
     9,18881130,    0,    0
     9,18881201,    0,    0
     9,18881202,    0,    0
     9,18881203,    0,    0
     9,18881204,    0,    0
     9,18881205,    0,    0
     9,18881206,    0,    0
     9,18881207,    0,    0
     9,18881208,   25,    0
     9,18881209,    0,    0
     9,18881210,    0,    0
     9,18881211,    0,    0
     9,18881212,    0,    0
     9,18881213,   54,    0
     9,18881214,   15,    0
     9,18881215,    0,    0
     9,18881216,    0,    0
     9,18881217,    0,    0
     9,18881218,    0,    0
     9,18881219,    0,    0
     9,18881220,   58,    0
     9,18881221,  146,    0
     9,18881222,    0,    0
     9,18881223,   62,    0
     9,18881224,   18,    0
     9,18881225,    5,    0
     9,18881226,    0,    0
     9,18881227,    1,    0
     9,18881228,    0,    0
     9,18881229,  131,    0
     9,18881230,  515,    0
     9,18881231,  131,    0
     9,18890101,-9999,    9
     9,18890102,-9999,    9
     9,18890103,-9999,    9
     9,18890104,-9999,    9
     9,18890105,-9999,    9
     9,18890106,-9999,    9
     9,18890107,-9999,    9
     9,18890108,-9999,    9
     9,18890109,-9999,    9
     9,18890110,-9999,    9
     9,18890111,-9999,    9
     9,18890112,-9999,    9
     9,18890113,-9999,    9
     9,18890114,-9999,    9
     9,18890115,-9999,    9
     9,18890116,-9999,    9
     9,18890117,-9999,    9
     9,18890118,-9999,    9
     9,18890119,-9999,    9
     9,18890120,-9999,    9
     9,18890121,-9999,    9
     9,18890122,-9999,    9
     9,18890123,-9999,    9
     9,18890124,-9999,    9
     9,18890125,-9999,    9
     9,18890126,-9999,    9
     9,18890127,-9999,    9
     9,18890128,-9999,    9
     9,18890129,-9999,    9
     9,18890130,-9999,    9
     9,18890131,-9999,    9
     9,18890201,-9999,    9
     9,18890202,-9999,    9
     9,18890203,-9999,    9
     9,18890204,-9999,    9
     9,18890205,-9999,    9
     9,18890206,-9999,    9
     9,18890207,-9999,    9
     9,18890208,-9999,    9
     9,18890209,-9999,    9
     9,18890210,-9999,    9
     9,18890211,-9999,    9
     9,18890212,-9999,    9
     9,18890213,-9999,    9
     9,18890214,-9999,    9
     9,18890215,-9999,    9
     9,18890216,-9999,    9
     9,18890217,-9999,    9
     9,18890218,-9999,    9
     9,18890219,-9999,    9
     9,18890220,-9999,    9
     9,18890221,-9999,    9
     9,18890222,-9999,    9
     9,18890223,-9999,    9
     9,18890224,-9999,    9
     9,18890225,-9999,    9
     9,18890226,-9999,    9
     9,18890227,-9999,    9
     9,18890228,-9999,    9
     9,18890301,-9999,    9
     9,18890302,-9999,    9
     9,18890303,-9999,    9
     9,18890304,-9999,    9
     9,18890305,-9999,    9
     9,18890306,-9999,    9
     9,18890307,-9999,    9
     9,18890308,-9999,    9
     9,18890309,-9999,    9
     9,18890310,-9999,    9
     9,18890311,-9999,    9
     9,18890312,-9999,    9
     9,18890313,-9999,    9
     9,18890314,-9999,    9
     9,18890315,-9999,    9
     9,18890316,-9999,    9
     9,18890317,-9999,    9
     9,18890318,-9999,    9
     9,18890319,-9999,    9
     9,18890320,-9999,    9
     9,18890321,-9999,    9
     9,18890322,-9999,    9
     9,18890323,-9999,    9
     9,18890324,-9999,    9
     9,18890325,-9999,    9
     9,18890326,-9999,    9
     9,18890327,-9999,    9
     9,18890328,-9999,    9
     9,18890329,-9999,    9
     9,18890330,-9999,    9
     9,18890331,-9999,    9
     9,18890401,-9999,    9
     9,18890402,-9999,    9
     9,18890403,-9999,    9
     9,18890404,-9999,    9
     9,18890405,-9999,    9
     9,18890406,-9999,    9
     9,18890407,-9999,    9
     9,18890408,-9999,    9
     9,18890409,-9999,    9
     9,18890410,-9999,    9
     9,18890411,-9999,    9
     9,18890412,-9999,    9
     9,18890413,-9999,    9
     9,18890414,-9999,    9
     9,18890415,-9999,    9
     9,18890416,-9999,    9
     9,18890417,-9999,    9
     9,18890418,-9999,    9
     9,18890419,-9999,    9
     9,18890420,-9999,    9
     9,18890421,-9999,    9
     9,18890422,-9999,    9
     9,18890423,-9999,    9
     9,18890424,-9999,    9
     9,18890425,-9999,    9
     9,18890426,-9999,    9
     9,18890427,-9999,    9
     9,18890428,-9999,    9
     9,18890429,-9999,    9
     9,18890430,-9999,    9
     9,18890501,-9999,    9
     9,18890502,-9999,    9
     9,18890503,-9999,    9
     9,18890504,-9999,    9
     9,18890505,-9999,    9
     9,18890506,-9999,    9
     9,18890507,-9999,    9
     9,18890508,-9999,    9
     9,18890509,-9999,    9
     9,18890510,-9999,    9
     9,18890511,-9999,    9
     9,18890512,-9999,    9
     9,18890513,-9999,    9
     9,18890514,-9999,    9
     9,18890515,-9999,    9
     9,18890516,-9999,    9
     9,18890517,-9999,    9
     9,18890518,-9999,    9
     9,18890519,-9999,    9
     9,18890520,-9999,    9
     9,18890521,-9999,    9
     9,18890522,-9999,    9
     9,18890523,-9999,    9
     9,18890524,-9999,    9
     9,18890525,-9999,    9
     9,18890526,-9999,    9
     9,18890527,-9999,    9
     9,18890528,-9999,    9
     9,18890529,-9999,    9
     9,18890530,-9999,    9
     9,18890531,-9999,    9
     9,18890601,-9999,    9
     9,18890602,-9999,    9
     9,18890603,-9999,    9
     9,18890604,-9999,    9
     9,18890605,-9999,    9
     9,18890606,-9999,    9
     9,18890607,-9999,    9
     9,18890608,-9999,    9
     9,18890609,-9999,    9
     9,18890610,-9999,    9
     9,18890611,-9999,    9
     9,18890612,-9999,    9
     9,18890613,-9999,    9
     9,18890614,-9999,    9
     9,18890615,-9999,    9
     9,18890616,-9999,    9
     9,18890617,-9999,    9
     9,18890618,-9999,    9
     9,18890619,-9999,    9
     9,18890620,-9999,    9
     9,18890621,-9999,    9
     9,18890622,-9999,    9
     9,18890623,-9999,    9
     9,18890624,-9999,    9
     9,18890625,-9999,    9
     9,18890626,-9999,    9
     9,18890627,-9999,    9
     9,18890628,-9999,    9
     9,18890629,-9999,    9
     9,18890630,-9999,    9
     9,18890701,-9999,    9
     9,18890702,-9999,    9
     9,18890703,-9999,    9
     9,18890704,-9999,    9
     9,18890705,-9999,    9
     9,18890706,-9999,    9
     9,18890707,-9999,    9
     9,18890708,-9999,    9
     9,18890709,-9999,    9
     9,18890710,-9999,    9
     9,18890711,-9999,    9
     9,18890712,-9999,    9
     9,18890713,-9999,    9
     9,18890714,-9999,    9
     9,18890715,-9999,    9
     9,18890716,-9999,    9
     9,18890717,-9999,    9
     9,18890718,-9999,    9
     9,18890719,-9999,    9
     9,18890720,-9999,    9
     9,18890721,-9999,    9
     9,18890722,-9999,    9
     9,18890723,-9999,    9
     9,18890724,-9999,    9
     9,18890725,-9999,    9
     9,18890726,-9999,    9
     9,18890727,-9999,    9
     9,18890728,-9999,    9
     9,18890729,-9999,    9
     9,18890730,-9999,    9
     9,18890731,-9999,    9
     9,18890801,-9999,    9
     9,18890802,-9999,    9
     9,18890803,-9999,    9
     9,18890804,-9999,    9
     9,18890805,-9999,    9
     9,18890806,-9999,    9
     9,18890807,-9999,    9
     9,18890808,-9999,    9
     9,18890809,-9999,    9
     9,18890810,-9999,    9
     9,18890811,-9999,    9
     9,18890812,-9999,    9
     9,18890813,-9999,    9
     9,18890814,-9999,    9
     9,18890815,-9999,    9
     9,18890816,-9999,    9
     9,18890817,-9999,    9
     9,18890818,-9999,    9
     9,18890819,-9999,    9
     9,18890820,-9999,    9
     9,18890821,-9999,    9
     9,18890822,-9999,    9
     9,18890823,-9999,    9
     9,18890824,-9999,    9
     9,18890825,-9999,    9
     9,18890826,-9999,    9
     9,18890827,-9999,    9
     9,18890828,-9999,    9
     9,18890829,-9999,    9
     9,18890830,-9999,    9
     9,18890831,-9999,    9
     9,18890901,-9999,    9
     9,18890902,-9999,    9
     9,18890903,-9999,    9
     9,18890904,-9999,    9
     9,18890905,-9999,    9
     9,18890906,-9999,    9
     9,18890907,-9999,    9
     9,18890908,-9999,    9
     9,18890909,-9999,    9
     9,18890910,-9999,    9
     9,18890911,-9999,    9
     9,18890912,-9999,    9
     9,18890913,-9999,    9
     9,18890914,-9999,    9
     9,18890915,-9999,    9
     9,18890916,-9999,    9
     9,18890917,-9999,    9
     9,18890918,-9999,    9
     9,18890919,-9999,    9
     9,18890920,-9999,    9
     9,18890921,-9999,    9
     9,18890922,-9999,    9
     9,18890923,-9999,    9
     9,18890924,-9999,    9
     9,18890925,-9999,    9
     9,18890926,-9999,    9
     9,18890927,-9999,    9
     9,18890928,-9999,    9
     9,18890929,-9999,    9
     9,18890930,-9999,    9
     9,18891001,-9999,    9
     9,18891002,-9999,    9
     9,18891003,-9999,    9
     9,18891004,-9999,    9
     9,18891005,-9999,    9
     9,18891006,-9999,    9
     9,18891007,-9999,    9
     9,18891008,-9999,    9
     9,18891009,-9999,    9
     9,18891010,-9999,    9
     9,18891011,-9999,    9
     9,18891012,-9999,    9
     9,18891013,-9999,    9
     9,18891014,-9999,    9
     9,18891015,-9999,    9
     9,18891016,-9999,    9
     9,18891017,-9999,    9
     9,18891018,-9999,    9
     9,18891019,-9999,    9
     9,18891020,-9999,    9
     9,18891021,-9999,    9
     9,18891022,-9999,    9
     9,18891023,-9999,    9
     9,18891024,-9999,    9
     9,18891025,-9999,    9
     9,18891026,-9999,    9
     9,18891027,-9999,    9
     9,18891028,-9999,    9
     9,18891029,-9999,    9
     9,18891030,-9999,    9
     9,18891031,-9999,    9
     9,18891101,-9999,    9
     9,18891102,-9999,    9
     9,18891103,-9999,    9
     9,18891104,-9999,    9
     9,18891105,-9999,    9
     9,18891106,-9999,    9
     9,18891107,-9999,    9
     9,18891108,-9999,    9
     9,18891109,-9999,    9
     9,18891110,-9999,    9
     9,18891111,-9999,    9
     9,18891112,-9999,    9
     9,18891113,-9999,    9
     9,18891114,-9999,    9
     9,18891115,-9999,    9
     9,18891116,-9999,    9
     9,18891117,-9999,    9
     9,18891118,-9999,    9
     9,18891119,-9999,    9
     9,18891120,-9999,    9
     9,18891121,-9999,    9
     9,18891122,-9999,    9
     9,18891123,-9999,    9
     9,18891124,-9999,    9
     9,18891125,-9999,    9
     9,18891126,-9999,    9
     9,18891127,-9999,    9
     9,18891128,-9999,    9
     9,18891129,-9999,    9
     9,18891130,-9999,    9
     9,18891201,-9999,    9
     9,18891202,-9999,    9
     9,18891203,-9999,    9
     9,18891204,-9999,    9
     9,18891205,-9999,    9
     9,18891206,-9999,    9
     9,18891207,-9999,    9
     9,18891208,-9999,    9
     9,18891209,-9999,    9
     9,18891210,-9999,    9
     9,18891211,-9999,    9
     9,18891212,-9999,    9
     9,18891213,-9999,    9
     9,18891214,-9999,    9
     9,18891215,-9999,    9
     9,18891216,-9999,    9
     9,18891217,-9999,    9
     9,18891218,-9999,    9
     9,18891219,-9999,    9
     9,18891220,-9999,    9
     9,18891221,-9999,    9
     9,18891222,-9999,    9
     9,18891223,-9999,    9
     9,18891224,-9999,    9
     9,18891225,-9999,    9
     9,18891226,-9999,    9
     9,18891227,-9999,    9
     9,18891228,-9999,    9
     9,18891229,-9999,    9
     9,18891230,-9999,    9
     9,18891231,-9999,    9
     9,18900101,   28,    0
     9,18900102,  122,    0
     9,18900103,   17,    0
     9,18900104,    0,    0
     9,18900105,    0,    0
     9,18900106,    0,    0
     9,18900107,    0,    0
     9,18900108,    0,    0
     9,18900109,    0,    0
     9,18900110,    8,    0
     9,18900111,   66,    0
     9,18900112,   22,    0
     9,18900113,   36,    0
     9,18900114,    0,    0
     9,18900115,    0,    0
     9,18900116,    0,    0
     9,18900117,    0,    0
     9,18900118,    0,    0
     9,18900119,    0,    0
     9,18900120,    0,    0
     9,18900121,   33,    0
     9,18900122,    2,    0
     9,18900123,   19,    0
     9,18900124,  253,    0
     9,18900125,    0,    0
     9,18900126,    2,    0
     9,18900127,    0,    0
     9,18900128,    0,    0
     9,18900129,    8,    0
     9,18900130,    0,    0
     9,18900131,    0,    0
     9,18900201,    0,    0
     9,18900202,    0,    0
     9,18900203,    0,    0
     9,18900204,    0,    0
     9,18900205,    0,    0
     9,18900206,    0,    0
     9,18900207,    0,    0
     9,18900208,    0,    0
     9,18900209,    0,    0
     9,18900210,    0,    0
     9,18900211,    0,    0
     9,18900212,    0,    0
     9,18900213,  105,    0
     9,18900214,    0,    0
     9,18900215,   39,    0
     9,18900216,    0,    0
     9,18900217,    0,    0
     9,18900218,    0,    0
     9,18900219,    0,    0
     9,18900220,   23,    0
     9,18900221,   52,    0
     9,18900222,    6,    0
     9,18900223,    3,    0
     9,18900224,    0,    0
     9,18900225,    0,    0
     9,18900226,   54,    0
     9,18900227,    8,    0
     9,18900228,    0,    0
     9,18900301,    0,    0
     9,18900302,    0,    0
     9,18900303,    0,    0
     9,18900304,    4,    0
     9,18900305,    0,    0
     9,18900306,    0,    0
     9,18900307,    0,    0
     9,18900308,    0,    0
     9,18900309,    6,    0
     9,18900310,    0,    0
     9,18900311,    0,    0
     9,18900312,    0,    0
     9,18900313,    0,    0
     9,18900314,   11,    0
     9,18900315,    0,    0
     9,18900316,   54,    0
     9,18900317,    7,    0
     9,18900318,  108,    0
     9,18900319,   65,    0
     9,18900320,    7,    0
     9,18900321,    0,    0
     9,18900322,    0,    0
     9,18900323,    0,    0
     9,18900324,   34,    0
     9,18900325,  164,    0
     9,18900326,    0,    0
     9,18900327,    0,    0
     9,18900328,    0,    0
     9,18900329,    0,    0
     9,18900330,    0,    0
     9,18900331,    0,    0
     9,18900401,    0,    0
     9,18900402,    0,    0
     9,18900403,    1,    0
     9,18900404,    0,    0
     9,18900405,    0,    0
     9,18900406,    5,    0
     9,18900407,   12,    0
     9,18900408,   43,    0
     9,18900409,   31,    0
     9,18900410,    9,    0
     9,18900411,   14,    0
     9,18900412,    0,    0
     9,18900413,    0,    0
     9,18900414,    0,    0
     9,18900415,    0,    0
     9,18900416,   33,    0
     9,18900417,  139,    0
     9,18900418,   76,    0
     9,18900419,   22,    0
     9,18900420,   60,    0
     9,18900421,    0,    0
     9,18900422,    0,    0
     9,18900423,    0,    0
     9,18900424,    0,    0
     9,18900425,   20,    0
     9,18900426,   67,    0
     9,18900427,   26,    0
     9,18900428,    5,    0
     9,18900429,    0,    0
     9,18900430,   82,    0
     9,18900501,    0,    0
     9,18900502,    8,    0
     9,18900503,    0,    0
     9,18900504,   32,    0
     9,18900505,    0,    0
     9,18900506,    0,    0
     9,18900507,  176,    0
     9,18900508,    0,    0
     9,18900509,   12,    0
     9,18900510,    0,    0
     9,18900511,   70,    0
     9,18900512,  706,    0
     9,18900513,   79,    0
     9,18900514,    0,    0
     9,18900515,    0,    0
     9,18900516,    0,    0
     9,18900517,   16,    0
     9,18900518,    0,    0
     9,18900519,   28,    0
     9,18900520,   32,    0
     9,18900521,    0,    0
     9,18900522,    0,    0
     9,18900523,    0,    0
     9,18900524,    0,    0
     9,18900525,    5,    0
     9,18900526,  204,    0
     9,18900527,   19,    0
     9,18900528,  105,    0
     9,18900529,   12,    0
     9,18900530,    0,    0
     9,18900531,    0,    0
     9,18900601,   69,    0
     9,18900602,    0,    0
     9,18900603,    0,    0
     9,18900604,    0,    0
     9,18900605,    4,    0
     9,18900606,   12,    0
     9,18900607,    0,    0
     9,18900608,    0,    0
     9,18900609,    0,    0
     9,18900610,    0,    0
     9,18900611,    0,    0
     9,18900612,   34,    0
     9,18900613,  144,    0
     9,18900614,   10,    0
     9,18900615,    0,    0
     9,18900616,    0,    0
     9,18900617,    0,    0
     9,18900618,    0,    0
     9,18900619,    0,    0
     9,18900620,    0,    0
     9,18900621,    0,    0
     9,18900622,    0,    0
     9,18900623,    0,    0
     9,18900624,    0,    0
     9,18900625,    0,    0
     9,18900626,    0,    0
     9,18900627,    0,    0
     9,18900628,   11,    0
     9,18900629,  170,    0
     9,18900630,    0,    0
     9,18900701,   75,    0
     9,18900702,    0,    0
     9,18900703,    0,    0
     9,18900704,    0,    0
     9,18900705,   17,    0
     9,18900706,   24,    0
     9,18900707,    0,    0
     9,18900708,    0,    0
     9,18900709,    0,    0
     9,18900710,    0,    0
     9,18900711,   42,    0
     9,18900712,   15,    0
     9,18900713,    0,    0
     9,18900714,    0,    0
     9,18900715,    1,    0
     9,18900716,    0,    0
     9,18900717,    0,    0
     9,18900718,   10,    0
     9,18900719,    0,    0
     9,18900720,   22,    0
     9,18900721,    0,    0
     9,18900722,    0,    0
     9,18900723,    0,    0
     9,18900724,    0,    0
     9,18900725,    0,    0
     9,18900726,    0,    0
     9,18900727,    0,    0
     9,18900728,    4,    0
     9,18900729,    4,    0
     9,18900730,    0,    0
     9,18900731,    0,    0
     9,18900801,    0,    0
     9,18900802,   17,    0
     9,18900803,    0,    0
     9,18900804,    0,    0
     9,18900805,    0,    0
     9,18900806,    0,    0
     9,18900807,    0,    0
     9,18900808,    0,    0
     9,18900809,    0,    0
     9,18900810,    0,    0
     9,18900811,    0,    0
     9,18900812,    0,    0
     9,18900813,   16,    0
     9,18900814,  111,    0
     9,18900815,    0,    0
     9,18900816,    0,    0
     9,18900817,    0,    0
     9,18900818,    1,    0
     9,18900819,    6,    0
     9,18900820,    0,    0
     9,18900821,    0,    0
     9,18900822,    0,    0
     9,18900823,    0,    0
     9,18900824,   56,    0
     9,18900825,   14,    0
     9,18900826,    0,    0
     9,18900827,  169,    0
     9,18900828,    1,    0
     9,18900829,  139,    0
     9,18900830,    0,    0
     9,18900831,    0,    0
     9,18900901,    0,    0
     9,18900902,    0,    0
     9,18900903,    0,    0
     9,18900904,    0,    0
     9,18900905,    0,    0
     9,18900906,    0,    0
     9,18900907,    0,    0
     9,18900908,    0,    0
     9,18900909,    0,    0
     9,18900910,    0,    0
     9,18900911,    0,    0
     9,18900912,    0,    0
     9,18900913,    0,    0
     9,18900914,    0,    0
     9,18900915,    1,    0
     9,18900916,   12,    0
     9,18900917,    0,    0
     9,18900918,    0,    0
     9,18900919,  133,    0
     9,18900920,    0,    0
     9,18900921,    0,    0
     9,18900922,    0,    0
     9,18900923,   32,    0
     9,18900924,    0,    0
     9,18900925,    0,    0
     9,18900926,    0,    0
     9,18900927,    0,    0
     9,18900928,    0,    0
     9,18900929,    0,    0
     9,18900930,    0,    0
     9,18901001,    0,    0
     9,18901002,    4,    0
     9,18901003,    0,    0
     9,18901004,    0,    0
     9,18901005,    0,    0
     9,18901006,    0,    0
     9,18901007,    0,    0
     9,18901008,    0,    0
     9,18901009,    8,    0
     9,18901010,    0,    0
     9,18901011,    0,    0
     9,18901012,    0,    0
     9,18901013,    0,    0
     9,18901014,    1,    0
     9,18901015,   93,    0
     9,18901016,   18,    0
     9,18901017,   10,    0
     9,18901018,   42,    0
     9,18901019,    0,    0
     9,18901020,    0,    0
     9,18901021,    0,    0
     9,18901022,    0,    0
     9,18901023,    0,    0
     9,18901024,    1,    0
     9,18901025,    0,    0
     9,18901026,    0,    0
     9,18901027,   50,    0
     9,18901028,    5,    0
